kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"Moreover, it was practically impossible to know what predictions an administrative body - the British Board of Film Classification - would make as to the outcome of a hypothetical prosecution.",0.0,1821,0,1,0,192,28,0.49233999848365784
none,"Moreover, the Commission finds no.",0.0,1261,0,3,0,34,5,0.28509071469306946
none,"Moreover, the applicant stressed, it was impossible to specify with precision when the change in question had occurred.",0.0,350,0,2,0,119,18,0.47765806317329407
none,"Moreover, the interrogation of the witnesses should in their contention not have taken place before the investigating judge.",0.0,962,0,1,0,124,18,0.40483400225639343
none,"Moreover, the only evidence relied on by the Court of Appeal which provided positive identification of the applicants as the perpetrators of the crimes were the statements of the anonymous police officers.",0.0,990,0,1,0,205,32,0.5236910581588745
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0.0,1748,0,1,0,171,28,0.46768251061439514
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0.0,1791,0,1,0,171,28,0.46768251061439514
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0.0,856,0,1,0,171,28,0.46768251061439514
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0.0,501,0,1,0,171,28,0.46768251061439514
none,"Moreover, up to his.",0.0,1282,0,4,0,20,4,0.32973673939704895
none,"Moreover, when asked to sign a statement, he had answered that he could not sign because he could not move his hands.",0.0,60,0,1,0,117,22,0.38644590973854065
none,"Moreover, where immigration is concerned, Article 8 (art.",0.0,592,0,2,0,57,8,0.3257785141468048
none,Most of these judgments concerned cases in south-eastern Turkey where acts of terrorism are being committed and where the present case occurred.,0.0,284,2,4,345,489,23,0.4620133638381958
none,Mr Ahmet Sadik could therefore have relied on that provision (art.,0.0,1925,0,2,0,66,11,0.3403623700141907
none,My main objection to this paragraph is the following.,0.0,1768,0,1,0,53,9,0.4014820456504822
none,My main objection to this paragraph is the following.,0.0,1811,0,1,0,53,9,0.4014820456504822
none,My opposition to this doctrine - which has gradually won some support within the Court - was spurned in the Court's judgment of 25 March 1992 in the case of B. v. France (Series A no.,0.0,1938,3,5,132,315,34,0.41700300574302673
none,"Neither honesty of an arresting officer, nor honesty of superior officer, nor the circumstances of a suspected terrorist crime fall into this category.",0.0,1722,0,1,0,151,23,0.5470319986343384
none,"Nevertheless, the remedy required by Article 13 (art.",0.0,276,0,2,0,53,8,0.31721487641334534
none,"Nevertheless, with a description of this nature, which is not exhaustive, the ""declaration"" does not afford to a sufficient degree ""a guarantee  that [it] does not go beyond the provisions expressly excluded"" by Austria",0.0,524,0,1,0,219,34,0.4307365119457245
none,No single judge had any interest in them.,0.0,1479,0,1,0,41,8,0.40574613213539124
none,"No weight could be attached to the fact that the programme had given rise to only a few complaints,",0.0,698,0,1,0,99,19,0.5018686056137085
none,"Nonetheless, Contracting Parties do not enjoy an unlimited discretion.",0.0,263,0,1,0,70,9,0.5356519818305969
none,"Nor are they always without limitations in normal situations, where the identity of the witnesses is known to the defence.",0.0,1047,0,1,0,122,20,0.49994948506355286
none,Nor can it be said that opinions which are offensive to Christians necessarily fall within its ambit.,0.0,1900,0,1,0,101,17,0.5809208154678345
none,Nor could the defects referred to above (in paragraphs 75 and 77) be corrected by any subsequent review proceedings.,0.0,208,0,1,0,116,19,0.509503960609436
none,Nor is the Court persuaded that the Court of Appeal made sufficient effort to assess the threat of reprisals against the police officers or their families.,0.0,983,0,1,0,155,26,0.469343364238739
none,Northern Ireland and effectively put an end to the proceedings.,0.0,1202,3,4,190,253,10,0.4184706509113312
none,Not all the questions asked by the defence had been answered.,0.0,967,0,1,0,61,11,0.3879033029079437
none,Not every aspect of private life automatically qualifies for protection under the Convention.,0.0,663,0,1,0,93,13,0.6489443182945251
none,"Obviously, it has often been pointed out that the Court's case-law has evolved considerably since the Convention came into force.",0.0,1935,0,1,0,129,21,0.4126175343990326
none,"Offences (Amendment) Act 1976.""",0.0,175,1,2,432,463,4,0.43256938457489014
none,Officer and the Reviewing Authorities to the prosecuting authority.,0.0,1060,2,3,101,168,9,0.28972604870796204
none,"Officer is not the prosecuting authority,",0.0,1064,1,2,21,62,6,0.2984161972999573
none,Officer's effective control of the court-martial hearing through the.,0.0,1069,2,7,134,203,10,0.30114078521728516
none,Officer) that they lacked independence or impartiality.,0.0,1067,5,6,319,374,7,0.4281543791294098
none,On 17 September 1990 the Law Commission provisionally recommended that the immunity rule be abolished (see paragraphs 24 and 25 above).,0.0,358,1,2,264,399,21,0.4322797656059265
none,On 19 September 1990 there certainly was a family life relationship between the applicant and Ersin.,0.0,587,0,1,0,100,16,0.42347007989883423
none,"On the advice of the Minister of State to await a report of the Criminal Law Revision Committee, an amendment that would have abolished the immunity was withdrawn and never voted upon.",0.0,357,2,4,348,532,32,0.5101134777069092
none,"On the other hand, insofar as the facts complained of relate to.",0.0,1416,0,4,0,64,12,0.3840491771697998
none,"On the other hand, it supports the opinion that the media too can be obliged to take a clear stand in the area of racial discrimination and hatred.",0.0,730,0,1,0,147,28,0.590177059173584
none,"On the other hand, the Court notes that there are substantial delays attributable to the authorities.",0.0,480,0,1,0,101,16,0.5066863298416138
none,"On the whole, the Bulgarian authorities reacted adequately to the.",0.0,1457,0,2,0,66,10,0.3229128122329712
none,"Once that is done, the further information that she was being charged with a given offence can, within a reasonable time, follow.",0.0,1706,0,1,0,129,22,0.4711534380912781
none,"Organisation Act 1990 (Gerichtsverfassungsgesetz) that, in view of the.",0.0,1360,3,6,174,245,9,0.36785778403282166
none,"Organisation Act, which entitles the parties to court proceedings to.",0.0,1362,1,5,56,125,10,0.3373115360736847
none,Other types of behaviour may give rise to civil proceedings (internal telephone tapping for example).,0.0,667,0,1,0,101,15,0.7407212853431702
none,Otherwise the person in contempt would in effect have achieved his purpose.,0.0,1483,0,1,0,75,12,0.39533883333206177
none,Parties in the Convention.,0.0,171,2,3,275,301,4,0.34764358401298523
none,"Provided that the purpose of the arrest and detention is genuinely to bring the person before the competent legal authority, the mechanics of how this is to be achieved will not be decisive.",0.0,1625,0,1,0,190,33,0.4973025619983673
none,Public Prosecutor's order of 1 September 1992 prohibiting the applicant.,0.0,1414,2,5,205,277,10,0.32948577404022217
none,Publication thereby protected those operating that system in the future.,0.0,1148,0,1,0,72,10,0.6523565649986267
none,Publication was also necessary to protect the economic well-being of the country as the report revealed weakness in the system of takeover bids.,0.0,1147,0,1,0,144,24,0.6455875635147095
none,"Publication was delayed until questions of criminal prosecution had been decided, and sufficient notice was given to the.",0.0,1146,0,2,0,121,18,0.44721463322639465
none,Regard must also be.,0.0,1287,0,2,0,20,4,0.3316103518009186
none,Restrictions were put on their management of Harrods Bank.,0.0,1126,0,1,0,58,9,0.4280370771884918
none,"Rightly so, for, generally speaking, it may be assumed that after a period of between three and five years immigrants become rooted in the country of settlement.",0.0,579,0,1,0,161,27,0.4563741981983185
none,S. 115 of the Penal Code.,0.0,1240,3,4,168,193,6,0.39134350419044495
none,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here",0.0,496,0,1,0,127,20,0.5910605788230896
none,See paragraph 4.2 of my dissenting opinion in the case of Brozicek v. Italy of 19 December 1989 (Series A no.,0.0,1938,0,5,0,109,22,0.38770049810409546
none,"Sexual acts and abuse, even when not criminal, give rise to liability.",0.0,668,0,1,0,70,12,0.6665525436401367
none,"She was, moreover, able to visit Turkey with her husband in July and August 1995 (see paragraph 19 above).",0.0,570,0,1,0,106,19,0.44528499245643616
none,Should a foreseeability test akin to that under Article 10 para.,0.0,346,0,3,0,64,11,0.3516711890697479
none,Similar conclusions apply to the taking and retention of a photograph of Mrs Murray at the Army centre (see paragraphs 13 and 14 above).,0.0,1669,0,1,0,136,24,0.43783581256866455
none,"Since Ersin was born from the legitimate marriage between the applicant and his wife,",0.0,588,0,1,0,85,14,0.33244845271110535
none,"Since the film would have been dispensed in video boxes which would have included a description of its content, only consenting adults would ever have been confronted with it.",0.0,1850,0,1,0,175,29,0.43345797061920166
none,Social Council could reasonably find it necessary to order and maintain.,0.0,1329,6,8,332,404,11,0.575166642665863
none,Social Council may decide how the public care is to be implemented.,0.0,1324,1,2,65,132,12,0.40575116872787476
none,Social Council's care plan to the administrative courts.,0.0,1318,2,3,137,193,8,0.2841567099094391
none,Some weeks before her arrest two of Mrs Murray's brothers had been convicted in the USA of offences connected with purchase of arms for the Provisional IRA (see paragraph 10 above).,0.0,1612,0,1,0,181,31,0.484885573387146
none,Special arrangements have apparently been made.,0.0,1328,0,2,0,47,6,0.42473646998405457
none,"State and having regard, inter alia, to the situation in South-East.",0.0,126,3,6,189,257,12,0.36409980058670044
none,State invoking the rule,0.0,1214,2,3,135,158,4,0.3003721833229065
none,"States enjoy a margin of appreciation in their decision whether to publish reports of the present kind, provided that the decision is not taken arbitrarily or with malice towards the particular individuals involved.",0.0,1116,0,1,0,215,33,0.6859859824180603
none,"Such elements or consequences are, it is true, not infrequently found in the context of adjudicatory proceedings.",0.0,378,1,2,300,413,17,0.6603907346725464
none,"Such evidence may have been unobtainable or, in view of the nature of the suspected offences, impossible to produce in court without endangering the lives of others"" (loc.",0.0,1592,0,3,0,171,28,0.5417342782020569
none,Such investigations as were carried out were biased and inadequate.,0.0,307,0,1,0,67,10,0.7001058459281921
none,"Taken as a whole, the feature could not objectively have appeared to have as its purpose the propagation of racist views and ideas.",0.0,713,0,1,0,131,23,0.5793991684913635
none,Television was a powerful medium and a majority of Danes normally viewed the news programme in which the item was broadcast.,0.0,695,0,1,0,124,21,0.49006667733192444
none,Temple v. the United Kingdom (No.,0.0,147,1,4,45,78,6,0.3194812536239624
none,"That being so the conviction of the applicants was based ""to a decisive extent"" on these anonymous statements.",0.0,991,0,1,0,110,18,0.4660802483558655
none,That possibility is all the more real because Ersin has always lived there and has therefore grown up in the cultural and linguistic environment of his country.,0.0,573,0,1,0,160,27,0.45043888688087463
none,That provision (P7-4) does not therefore apply before new proceedings have been opened.,0.0,526,0,1,0,87,14,0.5348154902458191
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0.0,1735,0,1,0,168,33,0.5672547817230225
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0.0,844,0,1,0,168,33,0.5672547817230225
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0.0,488,0,1,0,168,33,0.5672547817230225
none,The Act of 1993 was not yet in force when the judgments of the domestic courts in the present case were given.,0.0,1003,0,1,0,110,22,0.4406437873840332
none,The Assize Court's own duty to ensure a fair trial of the persons accused of murder in the present case required it to possess the summary power to deal with any contempt before it.,0.0,1481,0,1,0,181,34,0.5265102386474609
none,The Commission cannot find that the second applicant's placement.,0.0,1301,0,4,0,65,10,0.348176509141922
none,The Commission concludes that this application cannot be rejected.,0.0,128,0,4,0,66,10,0.42802202701568604
none,The Commission concludes that this application cannot be.,0.0,101,0,5,0,57,9,0.3731127083301544
none,The Commission considers that the Inter-Parliamentary Union.,0.0,1413,0,5,0,60,8,0.3014204204082489
none,The Commission considers that the access restrictions now at.,0.0,1321,0,3,0,61,9,0.3160131573677063
none,The Commission considers that the applicant's complaints under.,0.0,1192,0,5,0,63,8,0.31131553649902344
none,The Commission considers that the applicants' complaints under.,0.0,1212,0,4,0,63,8,0.3125482499599457
none,The Commission considers that this complaint could be raised in.,0.0,1334,0,5,0,64,10,0.33055180311203003
none,"The Commission considers, in the light of the parties'.",0.0,129,0,9,0,55,9,0.3575800657272339
none,The Commission does not deem it necessary to determine whether.,0.0,115,0,6,0,63,10,0.4490260183811188
none,The Commission does not deem it necessary to determine whether.,0.0,121,0,6,0,63,10,0.4490260183811188
none,The Commission finds no appearance.,0.0,1269,0,2,0,35,5,0.3449440896511078
none,The Commission finds no indication that the first applicant has.,0.0,1318,0,3,0,64,10,0.4065687954425812
none,The Commission finds that it is thus not faced with the issue of.,0.0,1364,0,4,0,65,13,0.34560340642929077
none,"The Commission finds that the applicant, who was convicted for.",0.0,1174,0,4,0,63,10,0.3082576096057892
none,The Commission finds that the complaint relating to the.,0.0,1401,0,3,0,56,9,0.293541818857193
none,The Commission finds that the suggested application for discretionary relief in the instant case cannot do so either.,0.0,163,0,1,0,117,19,0.4685405492782593
none,The Commission finds that they have insufficient.,0.0,1216,0,2,0,49,7,0.41035473346710205
none,The Commission finds this complaint.,0.0,1277,0,2,0,36,5,0.34811931848526
none,The Commission found that the Parole Board's lack of decision-making power,0.0,941,0,1,0,74,12,0.4665500223636627
none,"The Commission has examined the meaning and scope of Article 27.
para.",0.0,1410,0,3,0,71,12,0.32856637239456177
none,The Commission has taken cognizance of the submissions of the parties.,0.0,169,0,2,0,70,11,0.45683732628822327
none,The Commission has taken cognizance of the submissions of the.,0.0,1381,8,10,373,435,10,0.3514282703399658
none,The Commission is not satisfied in view of the.,0.0,103,0,5,0,47,9,0.31107133626937866
none,The Commission is not satisfied in view of the.,0.0,111,3,8,112,159,9,0.31107133626937866
none,The Commission notes that S. 91 of the Austrian Court.,0.0,1362,0,5,0,54,10,0.2729606330394745
none,"The Commission notes that before 7 September 1992, i.e.",0.0,1439,0,4,0,55,10,0.30035102367401123
none,The Commission notes that in the context of the section 9 powers the Secretary of State has a very wide discretion.,0.0,145,0,1,0,115,21,0.4439280033111572
none,The Commission notes that the Supreme Court in the final resort.,0.0,1420,0,2,0,64,11,0.2972375452518463
none,The Commission notes that the applicant's conviction involved his writings.,0.0,42,0,1,0,75,10,0.4239771366119385
none,The Commission notes that the proceedings instituted against the.,0.0,1460,0,2,0,65,9,0.28812360763549805
none,The Commission notes the applicant's submissions that this.,0.0,1469,0,2,0,59,8,0.3284309208393097
none,The Commission notes the declaration by the applicant's representatives that the applicant's father wishes to pursue proceedings before the Commission.,0.0,56,0,1,0,151,20,0.41623803973197937
none,The Commission observes that the Inter-Parliamentary Union is an.,0.0,1407,0,4,0,65,10,0.2942117154598236
none,The Commission observes that the refusal at issue dates back to.,0.0,1275,0,2,0,64,11,0.34174734354019165
none,The Commission observes that the second applicant was transferred.,0.0,1299,0,4,0,66,9,0.3522850275039673
none,"The Commission recalls that ""family life"" within the meaning of.",0.0,1278,0,8,0,64,10,0.28908878564834595
none,The Commission recalls that any complaints about facts relating.,0.0,1426,0,7,0,64,9,0.3051421642303467
none,The Commission recalls that in the case of.,0.0,147,0,4,0,43,8,0.30777955055236816
none,"The Commission recalls, on the one hand, that with effect from.",0.0,1415,0,5,0,63,11,0.30293580889701843
none,The Commission was of the opinion that the applicant had been injured during his time in police custody (see paragraph 23 above).,0.0,242,0,1,0,129,22,0.44501301646232605
none,The Commission's review is not limited to.,0.0,1288,0,2,0,42,7,0.34181296825408936
none,The Commission's task is to.,0.0,1346,0,2,0,28,5,0.3381877839565277
none,"The Commission, after analysing the purposes served by the preparation and publication of the Inspectors' report, came to the conclusion that the Inspectors had an ""investigative rather than determinative"" role (paragraph 64 of the Commission's report).",0.0,374,0,1,0,253,36,0.46273645758628845
none,The Constitutional Court is not such a body.,0.0,1751,0,1,0,44,8,0.3582516014575958
none,The Constitutional Court is not such a body.,0.0,1799,0,1,0,44,8,0.3582516014575958
none,The Constitutional Court is not such a body.,0.0,865,0,1,0,44,8,0.3582516014575958
none,The Constitutional Court is not such a body.,0.0,511,0,1,0,44,8,0.3582516014575958
none,"The Court agrees with the applicant that, essentially, he was asked for mitigation rather than given a full opportunity to defend himself against a charge which would have grave consequences for his liberty.",0.0,1547,0,1,0,207,33,0.5014585256576538
none,The Court also notes that the appeal did not have a suspensive effect on the judgment of the Assize Court.,0.0,1523,0,1,0,106,20,0.4550534188747406
none,"The Court considers that one of the roles which the State is unquestionably entitled to undertake is to seek to regulate, through the operation of the criminal law, activities which involve the infliction of physical harm.",0.0,677,0,1,0,222,36,0.5184847712516785
none,The Court considers that the applicant must have suffered distress on account of the facts of the case.,0.0,1574,0,1,0,103,18,0.4922961890697479
none,The Court considers that the decisive feature of the case is that the judges of the court which convicted the applicant were the same judges before whom the contempt was allegedly committed.,0.0,1493,0,1,0,190,32,0.46379584074020386
none,"The Court considers that the present proceedings can clearly be distinguished from the custody proceedings, as they concerned merely the fixing of maintenance payments and were not particularly complex.",0.0,475,0,1,0,202,29,0.4519197940826416
none,"The Court does not find that, in relation to any of the applicants, the means employed by the authorities in this regard were disproportionate to the aim pursued.",0.0,1670,0,1,0,162,28,0.4577735662460327
none,The Court endorses in this respect the statement of the Supreme Court of the United States in the case of Offutt v. USA (348 U.S. 11.,0.0,1501,0,2,0,133,27,0.4339158236980438
none,The Court finds no evidence in support of the applicants' allegations in either the conduct of the proceedings against them or the judgment of the House of Lords.,0.0,656,0,1,0,162,28,0.5393543243408203
none,"The Court has found it established that the security forces deliberately destroyed the applicant's house and property, obliging his family to leave their village (see paragraph 47 above).",0.0,322,0,1,0,187,28,0.5105807781219482
none,The Court is accordingly prepared to attach some credence to the respondent Government's declaration concerning the existence of reliable but confidential information grounding the suspicion against Mrs Murray.,0.0,1604,0,1,0,210,28,0.4660038352012634
none,"The Court is fully aware that the provisions in question differ not only as regards the designation of the offences but also, more importantly, as regards their nature and purpose.",0.0,532,0,1,0,180,30,0.4321002960205078
none,"The Court is not convinced by the argument, also stressed by the national courts (see paragraphs 14 and 18 above), that the Greenjackets item was presented without any attempt to counterbalance the extremist views expressed.",0.0,718,0,1,0,224,35,0.41325676441192627
none,The Court is therefore satisfied that there were reasonable and sufficient grounds to believe that the applicants had been involved in an offence.,0.0,793,0,1,0,146,23,0.5268457531929016
none,"The Court notes at the outset that there is no ""brief statement"" of the law which is said not to conform to Articles 3 and 4 of Protocol No.",0.0,522,0,2,0,140,29,0.3240572512149811
none,"The Court notes that the Convention forms an integral part of the Greek legal system, where it takes precedence over every contrary provision of the law (Article 28 para.",0.0,1923,0,2,0,170,29,0.3787602186203003
none,The Court notes that the charges of assault were numerous and referred to illegal activities which had taken place over more than ten years.,0.0,660,0,1,0,140,24,0.5335041880607605
none,"The Court notes that, had the Parole Board's recommendations been binding on the Secretary of State, the applicant would have joined a pre-release employment scheme in July 1994.",0.0,951,0,1,0,178,29,0.4995255768299103
none,"The Court notes that, had the Parole Board's recommendations been binding on the Secretary of State, the applicant would have joined a pre-release employment scheme in July 1994.",0.0,958,0,1,0,178,29,0.4995255768299103
none,"The Court observes that the convening officer, as was his responsibility under the rules applicable at the time, played a significant role before the hearing of Mr Findlay's case.",0.0,195,0,1,0,179,29,0.43396684527397156
none,The Court observes that the two applicants are not personally concerned by the detention of these four persons.,0.0,791,0,1,0,111,18,0.42724090814590454
none,"The Court recalls its decision in the case of Brogan and Others v. the United Kingdom (judgment of 29 November 1988, Series A no.",0.0,261,0,5,0,129,24,0.3725930452346802
none,"The Court recalls, however, that because of the special circumstances which existed in his case (see paragraph 57 above), Mr Aksoy did not even attempt to make an application before the civil courts.",0.0,280,0,1,0,199,33,0.4145074486732483
none,The Court reiterates that it is of the utmost importance for the effective operation of the system of individual petition instituted by Article 25 of the Convention (art.,0.0,282,0,2,0,170,28,0.3848801553249359
none,The Government also argue that the Judge Advocate must satisfy.,0.0,1066,0,3,0,63,10,0.31228896975517273
none,The Government also refer in this context to the Convention.,0.0,1432,0,9,0,60,10,0.3024359941482544
none,The Government and the Commission were of the view that by November 1989 there was significant doubt as to the validity of the alleged marital immunity for rape.,0.0,351,0,1,0,161,28,0.44889160990715027
none,The Government consider that the absence of an oral public and direct hearing is covered by the Austrian reservation to Article 6 (Art.,0.0,1161,0,2,0,135,23,0.324865460395813
none,The Government consider that the absence of an oral public and.,0.0,1171,0,4,0,63,11,0.29818084836006165
none,The Government contended that the applicant had edited the Greenjackets item in a sensationalist rather than informative manner and that its news or information value was minimal.,0.0,694,0,1,0,179,27,0.4510107636451721
none,The Government further submit that the interference was.,0.0,1191,0,2,0,56,8,0.30106690526008606
none,The Government maintained before the Commission that the applicant's detention had been effected on the grounds of suspicion of his having committed a crime and had been in conformity with Bulgarian law.,0.0,880,0,1,0,203,32,0.46476128697395325
none,"The Government next submits, in respect of Article 26 (Art.",0.0,48,0,2,0,59,10,0.3203360140323639
none,The Government submit that extending aid to Third World countries.,0.0,1430,0,2,0,66,10,0.35672587156295776
none,The Government submit that the applicant's detention served no.,0.0,1433,0,4,0,63,9,0.30278003215789795
none,The Government submitted that the applicant's allegations were based on the assumption that the judges had been involved in the matter as complainants and had therefore had a personal interest in the subsequent proceedings.,0.0,1474,0,1,0,223,34,0.4596410393714905
none,The Government underline that.,0.0,1397,0,6,0,30,4,0.3667045831680298
none,"The Government were, however, not in a position to provide any details of such ""deals"" as it would adversely affect the confidentiality of the criminal proceedings instituted against the applicant and eight other former government members.",0.0,882,0,1,0,239,36,0.5541689395904541
none,"The Inspectors described Lonrho and the Fayed brothers as ""bitterly antagonistic parties"" (see paragraph 19 in fine above).",0.0,388,0,1,0,123,18,0.4552791118621826
none,"The Inspectors did not adjudicate, either in form or in substance.",0.0,391,0,1,0,66,11,0.37846899032592773
none,The Inspectors' report was published a week after the DPP and SFO statements.,0.0,1101,0,1,0,77,13,0.4078083336353302
none,The International Convention on the Elimination of All Forms of Racial Discrimination probably does not require the punishment of journalists responsible for a television spot of this kind.,0.0,729,0,1,0,189,28,0.6480823159217834
none,"The Secretary of State's power under section 9 is, she contends, discretionary and rarely exercised.",0.0,151,0,1,0,100,15,0.4901029169559479
none,The Supreme Court held that the news or information value of the feature was not such as to justify the dissemination of the offensive remarks (see paragraph 18 above).,0.0,715,0,1,0,168,29,0.47674670815467834
none,The Union is a non-governmental.,0.0,1408,0,2,0,32,6,0.5791810750961304
none,The actual opinion of believers remains unknown.,0.0,1879,0,1,0,48,7,0.37606358528137207
none,"The applicant also points, in this respect, to an inequality of.",0.0,1069,0,7,0,64,11,0.4221942126750946
none,The applicant also rebutted some of the racist statements for instance by recalling that there were black people who had important jobs.,0.0,720,0,1,0,136,22,0.5062418580055237
none,The applicant also refers to.,0.0,1060,0,3,0,29,5,0.33092039823532104
none,The applicant also submits that the drawing of an incriminating.,0.0,1239,0,7,0,64,10,0.3193245232105255
none,"The applicant and the Commission emphasised that, taken in the context of the broadcast as a whole, the offending remarks had the effect of ridiculing their authors rather than promoting their racist views.",0.0,688,0,1,0,206,33,0.4751821756362915
none,"The applicant cannot, therefore, be regarded as a victim of a.
violation of Article 7 (Art.",0.0,1462,0,2,0,92,17,0.4430316984653473
none,"The applicant had deliberately included the offensive statements in the programme, not with the intention of disseminating racist opinions, but in order to counter them through exposure.",0.0,690,0,1,0,186,27,0.5105811357498169
none,"The applicant has, according to the Government, no.",0.0,1077,0,3,0,51,8,0.3257910907268524
none,The applicant in this respect considers that the limitation of the Constitutional Court's jurisdiction by Article 144 para.,0.0,1166,0,2,0,123,18,0.34687215089797974
none,The applicant in this respect considers that the.,0.0,1391,0,4,0,49,8,0.3130375146865845
none,"The applicant left Turkey in 1983 and made his way to Switzerland, where he applied for political asylum; this application was rejected by the Minister for Refugees in 1989 (see paragraph 10 above).",0.0,559,0,1,0,198,33,0.4439104199409485
none,"The applicant pointed out that he tried to show, analyse and explain to his viewers a new phenomenon in Denmark at the time, that of violent racism practised by inarticulate and socially disadvantaged youths.",0.0,691,0,1,0,208,34,0.5117066502571106
none,The applicant submits that the order of 12 August 1992 was fully.,0.0,1465,0,3,0,65,12,0.3478317856788635
none,"The applicant submitted that any purported remedy is illusory, inadequate and ineffective.",0.0,66,0,1,0,90,12,0.5190074443817139
none,"The applicant submitted that his case had received extensive publicity in Cyprus and abroad, something which had caused him severe stress, mental suffering and aggravation.",0.0,1558,0,1,0,172,25,0.48901647329330444
none,The applicant underlines that for.,0.0,1398,0,3,0,34,5,0.33293843269348145
none,The applicant was not detained on remand prior to his trial and the judicial control of the lawfulness of his subsequent detention after conviction was provided by the first instance court,0.0,6,0,1,0,188,31,0.49693065881729126
none,The applicant was not detained on remand prior to his trial and the judicial control of the lawfulness of his subsequent detention after conviction was provided by the first instance court (cf.,0.0,7,0,5,0,193,32,0.44368961453437805
none,The applicant's request was examined by the Social Council in.,0.0,1302,0,2,0,62,10,0.35782578587532043
none,The applicant's submissions do not disclose any special.,0.0,1252,0,4,0,56,8,0.4209974408149719
none,The applicants and their counsel were able to hear the interrogation by the investigating judge and to ask questions of their own.,0.0,1017,0,1,0,130,22,0.49631959199905396
none,"The applicants argued that if the 's-Hertogenbosch Court of Appeal had not relied on the statements of the anonymous police officers, there",0.0,1052,0,1,0,139,23,0.3957250714302063
none,The applicants have alleged that the publication of the report constituted a measure of control of the use of their property.,0.0,1124,0,1,0,125,21,0.5163865089416504
none,The applicants in those.,0.0,1201,0,5,0,24,4,0.36024272441864014
none,The applicants submitted that on 6 June 1995 the first applicant was taken before the public prosecutor for interrogation concerning his application with the Commission.,0.0,834,0,1,0,169,25,0.36587661504745483
none,"The application,
however, was lodged with the Commission on 16 November 1992.",0.0,1340,0,1,0,78,12,0.39010223746299744
none,The arrest and detention of the first applicant must therefore be taken to have been effected for the purpose specified in paragraph 1 (c) (art.,0.0,1626,0,2,0,144,25,0.4549730718135834
none,The burden of proof remained throughout on the.,0.0,1228,0,2,0,47,8,0.3402233421802521
none,"The case could have been looked at differently, both in domestic law and subsequently under the Convention.",0.0,669,0,1,0,107,17,0.4569413959980011
none,The certificates issued by the Secretary.,0.0,1202,0,4,0,41,6,0.3352920413017273
none,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question.",0.0,16,0,1,0,127,20,0.42955073714256287
none,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question.",0.0,23,0,1,0,127,20,0.42955073714256287
none,The concept of private life cannot be stretched indefinitely.,0.0,662,0,1,0,61,10,0.45489639043807983
none,The contested limitation was thus concerned with an investigation of circumstances offered to public scrutiny by persons who had themselves sought a public profile through their bid to take over a large public company.,0.0,441,0,1,0,218,34,0.4624539315700531
none,The convictions were not based solely upon the statements of anonymous witnesses.,0.0,1034,0,1,0,81,12,0.48688775300979614
none,The court proceedings involving three courts and two oral.,0.0,1306,0,2,0,58,9,0.3345424234867096
none,"The dangers of unrestrained permissiveness, which can lead to debauchery, paedophilia (see paragraph 11 of the judgment) or the torture of others, were highlighted at the Stockholm World Conference.",0.0,674,0,1,0,198,29,0.6965680122375488
none,"The decision on appeal was delivered on 2 April 2001, long after the sentence had been served.",0.0,1526,0,1,0,94,17,0.4695362150669098
none,The difference in this respect between the position in.,0.0,1231,0,4,0,55,9,0.3112102746963501
none,"The discriminatory element derives, inter alia, from the.",0.0,1233,0,5,0,57,8,0.4226416051387787
none,The extremely wide powers which he had enjoyed by virtue of his position had given him greater opportunities to abscond or commit further offences than he would have had otherwise.,0.0,893,0,1,0,180,30,0.5445690751075745
none,The fact that the behaviour concerned takes place on private premises does not suffice to ensure complete immunity and impunity.,0.0,664,0,1,0,128,20,0.5979968905448914
none,The facts of this case do not disclose any mutual agreement between the applicant and his wife.,0.0,178,0,1,0,95,17,0.565664529800415
none,The fine imposed upon him was at the lower end of the scale of sanctions applicable to Article 266 (b) offences,0.0,700,0,1,0,111,21,0.5104771256446838
none,The first and the second applicant complain that the first.,0.0,1270,0,3,0,59,10,0.28325363993644714
none,The first applicant had to sign his statement under pressure and stated that he would retract his application.,0.0,836,0,1,0,110,18,0.4728583097457886
none,"The fourth is that the applicant and his wife deserve compassion: whilst his wife had been suffering from epilepsy since 1982 and had a terrible accident in 1987, the applicant himself became disabled in 1990.",0.0,585,0,1,0,209,35,0.518426775932312
none,The general rule that a husband could not commit the offence of rape against his wife was universally accepted until 1990.,0.0,176,0,1,0,122,21,0.47610849142074585
